Aliment,Energie,Proteines,Glucides,Lipides,Fructose,Sucres,Galactose,Glucose,Lactose,Maltose,Saccharose,Amidon
"Préparation à base de fromage(s) pour fondue savoyarde, préemballée",231.0,15.9,2.6,17.2,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0
Fromage pané au jambon,263.0,17.4,15.3,14.6,0.0,1.5,0.0,0.0,0.0,0.0,0.0,13.8
Escalope végétale ou steak à base de soja,0.0,17.0,8.7,14.7,0.5,2.3,0.0,0.7,0.2,0.2,0.9,6.4
Tempeh,157.0,17.6,7.89,4.7,0.1,0.24,0.1,0.11,0.1,0.1,0.13,0.35
"Nuggets de blé (sans soja), préemballé",284.0,13.5,22.4,14.9,0.34,1.33,0.1,0.22,0.1,0.56,0.21,18.7
"Nuggets soja et blé (ne convient pas aux véganes ou végétaliens), préemballé",253.0,14.1,18.5,12.6,0.37,3.17,0.1,0.49,0.1,0.94,1.37,14.1
"Nuggets soja et blé (convient aux véganes ou végétaliens), préemballé",251.0,15.5,19.7,10.9,0.28,1.75,0.1,0.23,0.1,1.02,0.22,16.7
Pané soja et blé (ne convient pas aux véganes ou végétaliens),260.0,14.4,16.8,13.9,0.27,1.28,0.1,0.2,0.1,0.81,0.1,14.6
"Bâtonnet pané soja et blé (convient aux véganes ou végétaliens), préemballée",245.0,16.9,18.8,10.0,0.1,0.0,0.1,0.1,0.1,0.1,0.1,15.5
"Escalope panée, soja, blé et fromage, type cordon bleu, préemballée",247.0,15.2,15.1,13.1,0.19,2.05,0.1,0.39,0.27,0.58,0.62,12.2
"Raviolis au tofu, à la sauce tomate, préemballés",91.7,3.13,12.5,2.7,1.53,3.14,0.1,0.88,0.1,0.31,0.42,8.6
"Galette de céréales au fromage (sans soja), préemballé",241.0,7.0,27.8,10.3,0.73,2.86,0.1,0.72,0.1,1.07,0.34,23.0
"Galette de céréales aux légumes (sans soja), préemballé",211.0,5.31,28.0,7.6,0.8,3.66,0.1,0.7,0.1,1.72,0.44,21.8
"Boulette végétale au soja et/ou blé, préemballée",211.0,17.6,7.98,10.6,0.42,3.47,0.1,1.03,0.1,0.7,1.32,3.2
"Galette ou pavé aux lentilles, soja et légumes, préemballé",170.0,10.6,16.7,5.6,0.38,2.77,0.1,0.63,0.1,0.88,0.88,10.6
"Galette ou pavé au blé (seitan) et légumes, préemballé",208.0,13.4,20.8,7.1,0.52,3.97,0.1,0.49,0.1,2.29,0.67,13.7
"Galette ou pavé au blé et soja (convient aux véganes ou végétaliens), préemballé",215.0,17.5,8.15,11.0,0.14,1.87,0.1,0.4,0.1,0.24,1.09,2.7
"Galette ou pavé au blé et soja (ne convient pas aux véganes ou végétaliens), préemballé",201.0,11.1,13.3,10.2,0.27,2.62,0.1,1.03,0.1,0.95,0.37,10.7
"Galette ou pavé au soja et fromage, préemballé",204.0,16.8,6.08,12.0,0.1,0.75,0.1,0.2,0.1,0.1,0.55,4.7
"Galette ou pavé au soja et légumes, préemballé",175.0,14.4,8.36,8.1,1.0,3.45,0.1,0.97,0.1,0.21,1.27,3.4
"Galette ou pavé au soja, fromage et légumes, préemballé",180.0,15.1,7.72,9.1,0.66,2.03,0.1,0.63,0.1,0.38,0.36,5.2
"Haché végétal à base de soja, préemballé",143.0,12.6,7.01,5.8,1.59,4.19,0.1,1.16,0.1,0.1,1.44,0.35
"Pizza au fromage ou Pizza margherita, préemballée",227.0,9.09,29.6,7.64,0.63,2.72,0.13,0.7,0.2,1.25,0.2,17.6
"Quiche lorraine, préemballée",274.0,8.96,21.0,16.8,0.16,2.67,0.0,0.25,1.69,0.4,0.15,0.0
"Crêpe ou Galette fourrée béchamel jambon, préemballée",136.0,5.75,18.7,4.0,0.0,1.89,0.0,0.0,0.0,0.0,0.0,16.8
"Crêpe ou Galette fourrée béchamel jambon fromage, préemballée",182.0,8.83,19.1,7.5,0.3,1.7,0.0,0.2,0.0,0.21,0.17,17.4
"Crêpe ou Galette fourrée béchamel champignon, préemballée",150.0,4.83,20.7,5.02,0.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0
"Tarte aux légumes, préemballée",216.0,5.0,21.8,11.7,0.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0
"Pizza jambon fromage, préemballée",218.0,10.3,28.0,6.69,0.59,2.91,0.0,0.53,0.0,1.79,0.26,0.0
"Tarte au fromage, préemballée",289.0,10.3,20.7,18.0,0.3,1.63,0.0,0.083,1.35,0.2,0.28,17.5
"Tarte à la provençale, préemballée",241.0,5.5,20.0,14.3,0.0,2.9,0.0,0.0,0.0,0.0,0.0,17.1
"Pizza à la viande, type bolognaise, préemballée",227.0,10.3,27.2,8.03,0.71,2.94,0.087,1.03,0.0,1.11,0.3,0.0
Burritos,170.0,8.0,14.3,8.5,0.76,1.9,0.0,0.86,0.2,0.29,0.4,6.8
Fajitas,158.0,12.7,16.0,4.5,0.6,2.2,0.0,0.7,0.2,0.4,0.5,9.0
"Pizza au chorizo ou salami, préemballée",248.0,10.4,26.5,10.7,0.9,3.29,0.0,0.6,0.0,1.6,0.25,0.0
"Pizza aux fruits de mer, préemballée",200.0,10.3,24.6,6.65,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0
"Pizza au saumon, préemballée",231.0,10.1,26.7,8.78,0.59,3.04,0.0,0.59,0.2,1.67,0.2,21.7
"Pizza au chèvre et lardons, préemballée",245.0,10.7,26.9,9.96,0.6,3.17,0.0,0.8,0.0,1.7,0.23,0.0
"Pizza aux légumes ou Pizza 4 saisons, préemballée",214.0,8.48,25.7,8.0,0.79,3.62,0.0,0.79,0.2,2.04,0.2,21.3
"Pizza champignons fromage, préemballée",217.0,7.8,31.6,6.1,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0
"Pizza 4 fromages, préemballée",267.0,13.1,28.2,10.5,0.53,2.61,0.11,0.44,0.15,1.38,0.1,0.0
"Pissaladière, préemballée",284.0,6.4,33.8,13.1,0.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0
"Tarte à l'oignon, préemballée",280.0,7.0,23.5,17.2,0.0,5.63,0.0,0.0,0.0,0.0,0.0,0.0
"Pizza jambon fromage champignons ou pizza royale, reine ou regina, préemballée",205.0,9.54,25.7,6.66,0.85,3.16,0.0,0.78,0.3,1.08,0.28,21.2
"Crêpe ou Galette fourrée béchamel fromage, préemballée",149.0,6.02,17.7,5.75,0.0,3.86,0.0,0.0,0.0,0.0,0.0,13.8
"Flammenkueche ou Tarte flambée aux lardons, préemballée",300.0,8.81,31.8,14.8,0.27,4.15,0.1,0.55,1.41,1.73,0.19,26.3
"Crêpe ou Galette fourrée béchamel jambon fromage champignon, préemballée",159.0,8.3,16.6,6.3,0.0,2.7,0.0,0.0,0.0,0.0,0.0,10.7
"Tarte ou Tourte aux poireaux, préemballée",243.0,5.76,21.6,14.3,0.2,2.34,0.0,0.6,1.0,0.4,0.2,16.0
"Tarte au saumon, préemballée",215.0,8.53,21.0,10.5,0.21,1.63,0.0,0.3,0.4,0.72,0.2,19.3
"Tourte au riesling, préemballée",251.0,10.2,23.7,12.6,0.0,2.25,0.0,0.0,0.0,0.0,0.0,0.0
"Tarte à la tomate, préemballée",218.0,5.17,19.3,12.8,1.8,4.2,0.0,1.7,0.2,0.6,0.2,13.9
"Crêpe ou Galette complète (oeuf, jambon, fromage), préemballée",209.0,12.7,15.2,9.8,0.2,1.1,0.0,0.2,0.2,0.2,0.2,9.8
"Tarte aux noix de Saint-Jacques, préemballée",266.0,8.25,24.2,14.5,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0
"Pastilla au poulet, préemballée",218.0,12.3,14.1,12.2,0.29,3.85,0.0,0.53,0.1,0.91,2.12,0.0
"Pizza aux lardons, oignons et fromage, préemballée",255.0,11.2,27.7,10.6,0.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0
"Crêpe ou Galette aux noix de St Jacques, préemballée",168.0,7.7,15.8,8.0,0.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0
"Crêpe ou Galette fourrée béchamel champignon, cuite, préemballée",172.0,5.5,18.5,7.7,0.2,3.16,0.0,0.29,2.3,0.58,0.2,15.3
"Tarte au maroilles ou Flamiche au maroilles, préemballée",315.0,14.1,22.1,18.3,0.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0
"Crêpe ou Galette fourrée au poisson et / ou fruits de mer, préemballée",206.0,8.5,14.3,12.4,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0
"Ficelle picarde, préemballée",151.0,8.6,11.9,7.5,0.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0
"Tarte épinard chèvre, préemballée",244.0,7.08,22.2,13.6,0.2,3.0,0.0,0.2,1.4,0.8,0.2,18.3
"Tielle sétoise, préemballée",306.0,8.15,30.9,16.0,1.35,5.05,0.0,1.0,0.1,1.25,0.1,0.0
"Pizza au thon, préemballée",220.0,10.8,23.3,8.78,0.0,3.47,0.0,0.0,0.0,0.0,0.0,0.0
"Pizza kebab, préemballée",211.0,9.4,26.6,7.01,0.0,3.04,0.0,0.0,0.0,0.0,0.0,0.0
"Pizza au poulet, préemballée",215.0,9.95,27.5,6.68,0.53,2.96,0.0,0.4,0.0,2.02,0.25,0.0
"Pizza type raclette ou tartiflette, préemballée",276.0,11.8,27.5,12.7,0.0,2.77,0.0,0.0,0.0,0.0,0.0,0.0
"Pizza au speck ou jambon cru, préemballée",240.0,12.2,25.7,9.43,0.61,3.47,0.0,0.47,0.0,2.39,0.3,0.0
"Focaccia, garnie",233.0,8.0,29.5,8.75,0.0,4.25,0.0,0.0,0.0,0.0,0.0,0.0
"Fougasse, garnie",306.0,9.53,38.8,11.8,0.0,1.47,0.0,0.0,0.0,0.0,0.0,37.3
"Croque-monsieur, fait maison",0.0,14.3,0.0,18.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Hot-dog, préemballé",278.0,10.9,26.3,13.8,1.2,5.2,0.0,2.0,0.3,1.0,0.7,19.1
"Hamburger, provenant de fast food",246.0,13.3,28.3,8.44,3.19,5.95,0.0,2.13,0.0,0.63,0.0,20.7
"Cheeseburger, provenant de fast food",268.0,14.0,23.1,12.9,1.32,5.47,0.15,1.97,0.2,0.5,0.59,17.7
"Double cheeseburger, provenant de fast food",299.0,15.5,21.5,16.7,0.3,0.0,0.0,0.9,0.2,0.2,0.2,19.8
"Burger au poisson, provenant de fast food",263.0,12.2,26.7,11.5,1.2,3.9,0.0,1.3,0.2,0.7,0.4,21.8
"Sandwich grec ou Kebab, pita, crudités",233.0,15.2,17.4,10.9,0.2,1.1,0.0,0.2,0.2,1.1,0.2,15.9
"Sandwich grec ou Kebab, baguette, crudités",246.0,15.0,23.6,9.8,0.0,2.6,0.0,0.0,0.0,0.0,0.0,21.0
"Sandwich baguette, thon, crudités (tomate, salade), mayonnaise",274.0,10.3,32.0,11.3,0.0,1.4,0.0,0.0,0.0,0.0,0.0,30.5
"Sandwich panini, jambon cru, mozzarella, tomates",243.0,14.2,27.2,8.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Sandwich baguette, jambon, oeuf dur, crudités (tomate, salade), beurre",222.0,10.1,30.9,5.98,0.0,2.55,0.0,0.0,0.0,0.0,0.0,28.4
"Sandwich baguette, poulet, crudités (tomate, salade), mayonnaise",247.0,10.0,36.3,6.35,0.0,3.0,0.0,1.0,0.0,1.35,0.2,32.1
"Sandwich baguette, jambon emmental, préemballé",285.0,13.3,26.9,13.1,0.3,2.55,0.0,0.28,0.0,2.25,0.25,0.0
"Sandwich baguette, saumon fumé, beurre",265.0,11.5,40.8,5.6,0.0,2.65,0.0,0.0,0.0,0.0,0.0,38.2
"Sandwich baguette, thon, maïs, crudités, préemballé",198.0,8.87,25.0,6.03,0.85,2.83,0.0,0.8,0.0,1.17,0.23,0.0
Burger au poulet,249.0,12.7,23.8,11.0,1.16,2.9,0.0,1.16,0.2,0.58,0.2,18.4
Pan bagnat,215.0,7.95,30.3,6.48,0.0,3.2,0.0,0.0,0.0,0.0,0.0,22.3
"Sandwich baguette, jambon, beurre",285.0,9.93,33.7,11.5,0.0,2.34,0.0,1.09,0.0,1.25,0.2,31.3
"Sandwich baguette, camembert, beurre",339.0,11.9,34.3,16.7,0.0,2.18,0.0,0.0,0.0,0.0,0.0,32.2
"Sandwich baguette, pâté, cornichons",298.0,10.1,32.1,13.9,0.0,2.44,0.0,0.0,0.0,0.0,0.0,29.7
"Sandwich baguette, saucisson, beurre",383.0,13.7,32.0,21.6,0.0,2.36,0.0,0.8,0.0,1.43,0.2,29.6
"Sandwich baguette, jambon, emmental, beurre",286.0,12.2,32.7,10.9,0.0,2.87,0.0,1.17,0.0,1.1,0.2,28.0
"Toasts ou Canapés salés, garnitures diverses, préemballés",233.0,9.09,17.8,13.3,1.6,5.75,0.0,2.0,0.4,1.6,0.2,11.7
"Sandwich baguette, crudités diverses, mayonnaise",221.0,6.54,30.0,7.9,0.0,2.67,0.0,0.0,0.0,0.0,0.0,27.3
"Sandwich baguette, dinde, crudités (tomate, salade), mayonnaise",255.0,12.4,30.6,8.82,0.0,2.24,0.0,0.0,0.0,0.0,0.0,28.3
"Sandwich baguette, oeuf, crudités (tomate, salade), mayonnaise",247.0,8.52,30.9,9.47,0.0,2.38,0.0,0.0,0.0,0.0,0.0,28.5
"Sandwich baguette, porc, crudités (tomate, salade), mayonnaise",267.0,12.0,30.1,10.6,0.0,2.3,0.0,0.0,0.0,0.0,0.0,27.8
"Sandwich baguette, merguez, ketchup moutarde",282.0,13.1,31.0,11.4,0.0,2.92,0.0,0.0,0.0,0.0,0.0,28.1
"Sandwich baguette, salami, beurre",379.0,12.5,33.2,21.4,0.0,2.01,0.0,0.0,0.0,0.0,0.0,31.2
Croque-madame,264.0,13.7,16.9,15.5,0.0,1.37,0.0,0.0,0.0,0.0,0.0,14.9
"Sandwich pain de mie, garnitures diverses, préemballé",267.0,11.7,25.1,12.4,1.22,3.42,0.0,1.06,0.0,0.93,0.22,0.0
"Croque-monsieur, préemballé",273.0,11.3,26.8,12.9,0.087,2.14,0.0,0.48,0.81,0.77,0.1,3.9
"Sandwich pain de mie complet, jambon, crudités, fromage optionnel, préemballé",243.0,10.0,23.1,11.6,0.0,2.43,0.0,0.0,0.0,0.0,0.0,0.0
"Sandwich pain de mie complet, thon, crudités, mayonnaise, préemballé",240.0,9.82,23.1,11.3,0.0,2.49,0.0,0.0,0.0,0.0,0.0,0.0
"Sandwich pain de mie complet, jambon, fromage, préemballé",292.0,12.9,26.1,14.6,0.0,7.75,0.0,0.0,0.0,0.0,0.0,0.0
"Sandwich pain de mie complet, poulet, crudités, mayonnaise, préemballé",232.0,9.18,23.7,10.4,0.0,2.61,0.0,0.0,0.0,0.0,0.0,0.0
"Cake salé (garniture : fromage, légumes, viande, poisson, volaille, etc.), préemballé",321.0,11.6,25.6,18.4,0.29,2.68,0.1,0.38,0.59,0.82,0.6,22.9
"Samossa ou Samoussa, préemballé, cuit",230.0,9.33,16.5,13.7,1.01,2.45,0.0,1.09,0.1,0.074,0.28,14.1
Feuilleté au poisson et / ou fruits de mer,255.0,6.55,26.5,13.0,0.0,4.3,0.0,0.0,0.0,0.0,0.0,18.3
"Spécialité chinoise type bouchée à la vapeur, préemballée, cuite",149.0,5.9,28.0,1.4,0.92,3.9,0.0,0.88,0.1,0.088,2.01,0.0
"Feuilleté aux escargots, préemballé",321.0,6.69,23.1,22.1,0.0,1.09,0.0,0.0,0.0,0.0,0.0,0.0
Feuilleté ou Friand au fromage,302.0,8.25,28.1,17.1,0.41,3.86,0.1,0.36,1.61,1.48,0.1,24.2
"Feuilleté ou Friand à la viande, préemballé",348.0,9.59,25.9,22.6,0.3,1.17,0.0,0.47,0.3,0.7,0.3,24.7
"Bouchée à la reine, à la viande/volaille/quenelle",292.0,6.12,23.5,18.9,0.2,2.6,0.0,0.16,1.06,1.38,0.2,18.2
Croissant au jambon,243.0,7.9,19.2,14.6,0.9,2.6,0.0,0.67,0.0,0.35,0.27,0.0
Rouleau de printemps,103.0,4.57,16.6,1.82,0.0,3.6,0.0,0.0,0.0,0.0,0.0,13.0
Nem ou Pâté impérial,216.0,6.48,21.1,11.2,0.59,3.02,0.0,0.57,0.076,0.14,1.19,17.2
"Brick garni (garniture : crevettes, légumes, volaille, viande, poisson, etc.), fait maison, cuit",187.0,12.2,8.48,11.5,0.0,0.72,0.0,0.0,0.0,0.0,0.0,7.75
"Bouchée à la reine, au poisson et fruits de mer",206.0,6.72,13.4,13.8,0.0,2.43,0.0,0.0,0.0,0.0,0.0,10.9
Feuilleté ou Friand jambon fromage,290.0,8.46,25.7,16.7,0.1,3.65,0.0,0.19,0.17,1.2,0.15,22.1
"Beignet de viande, volaille ou poisson, fait maison, cru",238.0,18.7,10.0,13.5,0.0,0.92,0.0,0.0,0.0,0.0,0.0,9.05
"Brick à l'oeuf, fait maison, cuit",255.0,10.4,12.3,18.1,0.0,1.6,0.0,0.0,0.0,0.0,0.0,7.5
Brick au boeuf,342.0,10.4,33.5,17.0,0.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0
"Brick à la pomme de terre, fait maison, cuit",215.0,3.25,19.6,13.4,0.0,1.5,0.0,0.0,0.0,0.0,0.0,15.9
"Nem ou Pâté impérial, au poulet, préemballé, cuit",197.0,8.06,20.9,8.1,0.3,1.9,0.0,0.5,0.2,0.2,0.9,17.7
"Nem ou Pâté impérial, au porc, préemballé, cuit",237.0,6.88,22.6,12.7,0.4,1.9,0.0,0.5,0.2,0.2,1.0,20.6
"Nem ou Pâté impérial, aux crevettes et/ou au crabe, préemballé, cuit",213.0,7.44,23.7,9.2,0.4,2.4,0.0,0.6,0.2,0.2,1.4,18.6
"Croissant au jambon fromage, préemballé",258.0,8.92,22.0,14.5,0.0,2.77,0.0,0.0,0.0,0.0,0.0,0.0
"Avocat, pulpe, cru",205.0,1.56,0.83,20.6,0.16,0.4,0.073,0.16,0.2,0.2,0.2,0.35
"Bette ou blette, crue",16.4,1.0,1.63,0.5,0.5,1.2,0.0,0.7,0.2,0.2,0.2,0.35
"Carotte, crue",40.2,0.63,7.59,0.5,0.9,6.0,0.0,1.1,0.2,0.2,4.0,0.4
"Champignon, tout type, cru",21.7,2.37,1.88,0.23,0.17,1.43,0.0,0.82,0.0,0.1,0.1,0.0
"Salade ou chicorée frisée, crue",0.0,1.48,2.4,0.25,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0
"Chou rouge, cru",30.0,1.13,4.33,0.5,1.4,3.9,0.0,2.2,0.2,0.2,0.3,0.35
"Chou-fleur, cru",26.2,1.81,2.13,0.7,0.8,1.7,0.0,0.9,0.2,0.2,0.2,0.35
"Concombre, pulpe et peau, cru",15.6,0.64,2.54,0.11,0.79,1.67,0.0,0.54,0.0,0.01,0.03,0.83
"Courgette, pulpe et peau, crue",16.5,1.23,1.8,0.26,0.99,1.79,0.0,0.76,0.0,0.0,0.036,0.0
"Cresson de fontaine, cru",0.0,2.09,0.9,0.15,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
"Céleri branche, cru",17.6,0.63,2.41,0.5,0.44,1.3,0.35,0.51,0.2,0.2,0.2,0.35
"Endive, crue",20.2,1.19,2.83,0.5,0.9,2.4,0.0,1.5,0.2,0.2,0.2,0.35
"Fenouil, cru",21.8,1.0,2.63,0.5,1.0,2.2,0.0,1.2,0.2,0.2,0.2,0.35
"Laitue, crue",0.0,1.3,1.33,0.2,0.4,0.73,0.0,0.33,0.0,0.0,0.0,0.0
"Oignon, cru",0.0,1.1,6.25,0.62,1.7,4.8,0.0,1.6,0.5,0.5,1.5,0.5
"Pissenlit, cru",0.0,2.91,6.1,0.85,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0
"Poireau, cru",32.3,1.49,4.9,0.25,0.67,3.15,0.0,0.65,0.0,0.15,0.53,0.0
"Poivron, vert, jaune ou rouge, cru",0.0,0.8,4.55,0.27,0.0,2.7,0.0,0.0,0.0,0.0,0.0,0.5
"Potiron, cru",0.0,1.0,3.5,0.1,0.0,1.36,0.0,0.0,0.0,0.0,0.0,1.0
"Radis rouge, cru",14.5,0.94,1.53,0.5,0.4,1.1,0.0,0.7,0.2,0.2,0.2,0.35
"Tomate, crue",19.3,0.86,2.49,0.26,1.4,2.48,0.0,1.08,0.0,0.0,0.0,0.0
"Artichaut, cru",0.0,3.2,4.92,0.18,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.6
"Aubergine, crue",0.0,1.12,2.39,0.14,1.12,2.39,0.0,1.13,0.0,0.0,0.14,0.0
"Cardon, cru",0.0,0.7,1.7,0.1,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.2
"Céleri-rave, cru",29.3,1.38,3.98,0.5,0.2,1.6,0.0,0.2,0.2,0.2,1.6,0.35
"Champignon de Paris ou champignon de couche, cru",28.0,2.62,3.15,0.36,0.49,2.5,0.0,2.01,0.0,0.0,0.0,0.2
"Brocoli, cru",0.0,3.95,1.7,0.48,0.73,1.7,0.0,0.48,0.15,0.15,0.18,0.0
"Chou de Bruxelles, cru",0.0,3.98,5.67,0.4,0.67,2.2,0.0,0.52,0.0,0.0,0.98,1.0
"Épinard, cru",0.0,2.62,2.25,0.5,0.086,0.32,0.071,0.078,0.0,0.0,0.082,1.93
"Haricot vert, cru",0.0,1.85,4.14,0.21,1.04,3.26,0.0,0.99,0.0,0.0,0.45,0.88
"Navet, pelé, cru",0.0,0.76,4.7,0.1,0.0,3.8,0.0,0.0,0.0,0.0,0.0,0.69
"Chou-rave, cru",0.0,1.79,2.35,0.1,0.0,2.35,0.0,0.0,0.0,0.0,0.0,0.0
"Chou vert, cru",0.0,2.53,1.92,0.41,0.87,1.92,0.0,1.0,0.0,0.006,0.048,0.0
"Haricot vert, surgelé, cru",34.0,1.97,4.35,0.17,0.69,1.96,0.0,0.47,0.0,0.51,0.3,1.53
"Petits pois, crus",0.0,5.84,7.0,0.55,0.28,5.67,0.0,0.15,0.0,0.17,4.68,0.0
"Asperge, pelée, crue",0.0,2.04,2.4,0.21,0.84,1.88,0.0,0.49,0.0,0.0,0.21,0.0
"Chou-fleur, surgelé, cru",0.0,2.09,2.64,0.37,0.0,1.91,0.0,0.0,0.0,0.0,0.0,0.0
"Épinard, surgelé, cru",0.0,2.87,0.89,0.49,0.15,0.6,0.0,0.2,0.0,0.15,0.25,0.0
"Petits pois, surgelés, crus",0.0,5.86,8.77,0.44,0.2,3.87,0.0,0.064,0.0,0.064,3.54,4.17
"Poivron vert, cru",26.0,0.81,3.43,0.5,1.5,3.0,0.0,1.5,0.2,0.2,0.2,0.35
"Poivron rouge, cru",36.6,1.06,5.98,0.5,2.6,4.8,0.0,2.2,0.2,0.2,0.2,0.35
"Radis noir, cru",29.2,0.94,5.52,0.3,1.4,4.3,0.2,2.6,0.2,0.2,0.3,0.35
"Scarole, crue",0.0,1.25,0.3,0.2,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.067
"Betterave rouge, crue",0.0,1.74,9.1,0.24,0.29,6.76,0.0,0.35,0.0,0.0,0.0,0.0
"Échalote, crue",63.6,1.81,12.2,0.5,0.8,3.3,0.0,0.5,0.2,0.6,1.4,0.35
"Mâche, crue",16.8,2.0,0.5,0.5,0.2,0.0,0.0,0.2,0.2,0.2,0.2,0.35
"Légumes, mélange surgelé, crus",65.1,2.26,5.71,2.65,0.54,2.18,0.0,0.82,0.0,0.0,0.82,3.5
"Champignon, chanterelle ou girolle, crue",33.1,2.28,2.3,0.78,0.0,1.87,0.0,1.16,0.0,0.0,0.0,0.0
"Champignon, morille, crue",24.5,3.16,0.1,0.54,0.0,0.044,0.0,0.044,0.0,0.0,0.0,0.0
"Champignon, truffe noire, crue",0.0,5.77,0.0,0.51,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0
"Maïs doux, en épis, surgelé, cru",0.0,3.36,17.0,1.19,0.38,3.78,0.0,0.6,0.0,0.16,1.61,0.0
"Oseille, crue",0.0,1.84,1.6,0.65,0.0,1.54,0.0,0.0,0.0,0.0,0.0,0.055
"Champignon, pleurote, crue",25.5,3.06,1.5,0.36,0.0,0.71,0.0,0.71,0.0,0.0,0.0,0.0
"Chou blanc, cru",36.5,1.38,4.63,0.6,1.8,4.2,0.0,2.4,0.2,0.2,0.2,0.35
"Tomate verte, crue",0.0,1.2,4.0,0.2,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
"Batavia, crue",17.9,1.25,1.78,0.5,0.6,1.1,0.0,0.5,0.2,0.2,0.2,0.35
"Haricot de Lima, cru",105.0,6.84,15.3,0.86,0.0,1.48,0.0,0.0,0.0,0.0,0.0,0.0
"Courge musquée, pulpe, crue",0.0,0.55,4.6,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95
"Potimarron, pulpe, cru",0.0,0.63,3.1,0.1,0.9,0.0,0.0,1.1,0.0,0.0,0.7,2.26
"Courge hokkaïdo, pulpe, crue",0.0,1.4,9.98,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.38
"Courge melonnette, pulpe, crue",0.0,0.75,5.98,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33
"Courge doubeurre (butternut), pulpe, crue",0.0,1.0,5.4,0.1,0.99,2.2,0.0,0.99,0.0,0.0,0.22,3.2
"Courge, crue",0.0,1.1,1.6,0.17,0.9,1.6,0.0,0.7,0.0,0.0,0.0,0.0
"Courge spaghetti, pulpe, crue",0.0,0.64,5.41,0.57,0.0,2.76,0.0,0.0,0.0,0.0,0.0,0.0
"Piment, cru",0.0,1.87,7.7,0.32,0.0,5.3,0.0,0.0,0.0,0.0,0.0,2.3
"Champignon, oronge vraie, crue",23.2,2.0,2.45,0.3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
"Champignon, cèpe, cru",31.6,3.13,3.03,0.43,0.26,1.7,0.0,0.27,0.0,0.0,0.0,0.2
"Champignon, rosé des prés, cru",25.3,2.3,2.45,0.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
"Chicorée rouge, crue",0.0,1.4,1.6,0.1,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0
"Chicorée verte, crue",0.0,1.9,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
"Citrouille, pulpe, crue",0.0,1.0,6.0,0.1,0.0,2.76,0.0,0.0,0.0,0.0,0.0,0.0
"Chou chinois ou pak-choi ou pé-tsai, cru",0.0,1.38,1.65,0.2,0.0,1.18,0.0,0.82,0.0,0.0,0.0,0.0
"Poivron jaune, cru",30.7,0.94,4.73,0.3,2.3,4.3,0.0,2.0,0.2,0.2,0.2,0.35
"Laitue romaine, crue",0.0,1.24,1.2,0.3,0.8,1.19,0.0,0.39,0.0,0.0,0.0,0.0
"Tomate cerise, crue",33.7,1.31,5.62,0.5,2.5,4.8,0.0,2.3,0.2,0.2,0.2,0.35
"Pois mange-tout ou pois gourmand, cru",0.0,3.08,6.2,0.27,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
"Panais, cru",58.3,1.54,10.1,0.4,0.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0
"Haricot mungo germé ou pousse de ""soja"", cru",0.0,2.81,3.4,0.5,0.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0
"Tomate côtelée ou coeur de boeuf, crue",19.8,0.5,3.23,0.5,1.6,2.8,0.0,1.2,0.2,0.2,0.2,0.35
"Haricot beurre, cru",0.0,1.85,5.6,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Salsifis noir, ou scorsonère d'Espagne, cru",0.0,3.13,15.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
